-3.805177658796310425e-02,-4.425869882106781006e-01,7.256927490234375000e-01
-1.249959021806716919e-01,-3.999418914318084717e-01,7.057505846023559570e-01
-6.644943356513977051e-02,-4.697641432285308838e-01,8.063433170318603516e-01
-1.310668587684631348e-01,-5.028797984123229980e-01,7.568340301513671875e-01
-1.310668587684631348e-01,-5.028797984123229980e-01,7.568340301513671875e-01
-8.877615630626678467e-02,-4.111237823963165283e-01,8.209517002105712891e-01
-1.376719027757644653e-01,-4.170622527599334717e-01,7.057505846023559570e-01
-1.376719027757644653e-01,-4.170622527599334717e-01,7.057505846023559570e-01
-1.014521718025207520e-01,-4.282441437244415283e-01,8.209517002105712891e-01
-1.014521718025207520e-01,-4.282441437244415283e-01,8.209517002105712891e-01
-3.805177658796310425e-02,-4.425869882106781006e-01,7.256927490234375000e-01
-3.805177658796310425e-02,-4.425869882106781006e-01,7.256927490234375000e-01
-1.026691794395446777e-01,-4.757026135921478271e-01,6.911422014236450195e-01
-1.026691794395446777e-01,-4.757026135921478271e-01,6.911422014236450195e-01
-1.660695672035217285e-01,-4.442394077777862549e-01,7.714424133300781250e-01
-1.660695672035217285e-01,-4.442394077777862549e-01,7.714424133300781250e-01
-3.805177658796310425e-02,-4.597073495388031006e-01,7.406514883041381836e-01
-3.805177658796310425e-02,-4.597073495388031006e-01,7.406514883041381836e-01
-3.805177658796310425e-02,-4.597073495388031006e-01,7.406514883041381836e-01
-3.805177658796310425e-02,-4.597073495388031006e-01,7.406514883041381836e-01
-6.644943356513977051e-02,-4.697641432285308838e-01,8.063433170318603516e-01
-6.644943356513977051e-02,-4.697641432285308838e-01,8.063433170318603516e-01
-1.310668587684631348e-01,-5.028797984123229980e-01,7.568340301513671875e-01
-1.310668587684631348e-01,-5.028797984123229980e-01,7.568340301513671875e-01
-1.310668587684631348e-01,-5.028797984123229980e-01,7.568340301513671875e-01
-1.310668587684631348e-01,-5.028797984123229980e-01,7.568340301513671875e-01
-1.310668587684631348e-01,-5.028797984123229980e-01,7.568340301513671875e-01
-1.310668587684631348e-01,-5.028797984123229980e-01,7.568340301513671875e-01
-7.912544906139373779e-02,-4.868845045566558838e-01,8.063433170318603516e-01
-7.912544906139373779e-02,-4.868845045566558838e-01,8.063433170318603516e-01
-1.660695672035217285e-01,-4.271190464496612549e-01,7.714424133300781250e-01
-1.660695672035217285e-01,-4.271190464496612549e-01,7.714424133300781250e-01
-1.376719027757644653e-01,-3.999418914318084717e-01,7.207093238830566406e-01
-1.376719027757644653e-01,-3.999418914318084717e-01,7.207093238830566406e-01
-1.376719027757644653e-01,-3.999418914318084717e-01,7.207093238830566406e-01
-1.376719027757644653e-01,-3.999418914318084717e-01,7.207093238830566406e-01
-7.305450737476348877e-02,-3.839466273784637451e-01,7.403011322021484375e-01
-7.305450737476348877e-02,-3.839466273784637451e-01,7.403011322021484375e-01
-7.305450737476348877e-02,-3.839466273784637451e-01,7.403011322021484375e-01
-7.305450737476348877e-02,-3.839466273784637451e-01,7.403011322021484375e-01
-7.305450737476348877e-02,-3.839466273784637451e-01,7.403011322021484375e-01
-7.305450737476348877e-02,-3.839466273784637451e-01,7.403011322021484375e-01
-8.877615630626678467e-02,-4.111237823963165283e-01,8.209517002105712891e-01
-8.877615630626678467e-02,-4.111237823963165283e-01,8.209517002105712891e-01
-8.877615630626678467e-02,-4.111237823963165283e-01,8.209517002105712891e-01
-8.877615630626678467e-02,-4.111237823963165283e-01,8.209517002105712891e-01
-1.153451949357986450e-01,-4.585822522640228271e-01,6.911422014236450195e-01
-1.153451949357986450e-01,-4.585822522640228271e-01,6.911422014236450195e-01
-1.153451949357986450e-01,-4.585822522640228271e-01,6.911422014236450195e-01
-1.153451949357986450e-01,-4.585822522640228271e-01,6.911422014236450195e-01
-1.376719027757644653e-01,-4.170622527599334717e-01,7.057505846023559570e-01
-1.376719027757644653e-01,-4.170622527599334717e-01,7.057505846023559570e-01
-1.376719027757644653e-01,-4.170622527599334717e-01,7.057505846023559570e-01
-1.376719027757644653e-01,-4.170622527599334717e-01,7.057505846023559570e-01
-1.014521718025207520e-01,-4.282441437244415283e-01,8.209517002105712891e-01
-1.014521718025207520e-01,-4.282441437244415283e-01,8.209517002105712891e-01
-1.014521718025207520e-01,-4.282441437244415283e-01,8.209517002105712891e-01
-1.014521718025207520e-01,-4.282441437244415283e-01,8.209517002105712891e-01
-1.014521718025207520e-01,-4.282441437244415283e-01,8.209517002105712891e-01
-1.014521718025207520e-01,-4.282441437244415283e-01,8.209517002105712891e-01
-6.037849560379981995e-02,-3.839466273784637451e-01,7.403011322021484375e-01
-6.037849560379981995e-02,-3.839466273784637451e-01,7.403011322021484375e-01
-6.037849560379981995e-02,-3.839466273784637451e-01,7.552598714828491211e-01
-1.026691794395446777e-01,-4.757026135921478271e-01,6.911422014236450195e-01
-6.644943356513977051e-02,-4.868845045566558838e-01,7.913845777511596680e-01
-6.644943356513977051e-02,-4.697641432285308838e-01,8.063433170318603516e-01
-1.660695672035217285e-01,-4.442394077777862549e-01,7.714424133300781250e-01
-1.153451949357986450e-01,-4.757026135921478271e-01,6.911422014236450195e-01
-1.437428593635559082e-01,-5.028797984123229980e-01,7.717927694320678711e-01
-7.912544906139373779e-02,-4.868845045566558838e-01,8.063433170318603516e-01
-6.037849560379981995e-02,-3.839466273784637451e-01,7.552598714828491211e-01
-6.037849560379981995e-02,-3.839466273784637451e-01,7.552598714828491211e-01
-3.805177658796310425e-02,-4.425869882106781006e-01,7.256927490234375000e-01
-3.805177658796310425e-02,-4.425869882106781006e-01,7.256927490234375000e-01
-1.437428593635559082e-01,-5.028797984123229980e-01,7.717927694320678711e-01
-1.437428593635559082e-01,-5.028797984123229980e-01,7.717927694320678711e-01
-3.805177658796310425e-02,-4.425869882106781006e-01,7.256927490234375000e-01
-3.805177658796310425e-02,-4.425869882106781006e-01,7.256927490234375000e-01
-6.644943356513977051e-02,-4.868845045566558838e-01,7.913845777511596680e-01
-6.644943356513977051e-02,-4.868845045566558838e-01,7.913845777511596680e-01
-3.805177658796310425e-02,-4.597073495388031006e-01,7.406514883041381836e-01
-3.805177658796310425e-02,-4.597073495388031006e-01,7.406514883041381836e-01
-1.437428593635559082e-01,-5.028797984123229980e-01,7.717927694320678711e-01
-1.437428593635559082e-01,-5.028797984123229980e-01,7.717927694320678711e-01
-1.153451949357986450e-01,-4.757026135921478271e-01,6.911422014236450195e-01
-1.153451949357986450e-01,-4.757026135921478271e-01,6.911422014236450195e-01
-6.644943356513977051e-02,-4.868845045566558838e-01,7.913845777511596680e-01
-6.644943356513977051e-02,-4.868845045566558838e-01,8.063433170318603516e-01
-1.437428593635559082e-01,-5.028797984123229980e-01,7.717927694320678711e-01
-6.644943356513977051e-02,-4.868845045566558838e-01,8.063433170318603516e-01
-1.660695672035217285e-01,-4.442394077777862549e-01,7.714424133300781250e-01
-1.660695672035217285e-01,-4.442394077777862549e-01,7.864011526107788086e-01
-1.660695672035217285e-01,-4.271190464496612549e-01,7.714424133300781250e-01
-1.660695672035217285e-01,-4.271190464496612549e-01,7.714424133300781250e-01
-1.014521718025207520e-01,-4.111237823963165283e-01,8.209517002105712891e-01
-7.305450737476348877e-02,-3.839466273784637451e-01,7.552598714828491211e-01
-1.249959021806716919e-01,-3.999418914318084717e-01,7.057505846023559570e-01
-1.249959021806716919e-01,-3.999418914318084717e-01,7.057505846023559570e-01
-6.037849560379981995e-02,-3.839466273784637451e-01,7.552598714828491211e-01
-7.305450737476348877e-02,-3.839466273784637451e-01,7.552598714828491211e-01
-1.376719027757644653e-01,-3.999418914318084717e-01,7.207093238830566406e-01
-1.376719027757644653e-01,-3.999418914318084717e-01,7.207093238830566406e-01
-6.644943356513977051e-02,-4.697641432285308838e-01,8.063433170318603516e-01
-6.644943356513977051e-02,-4.868845045566558838e-01,8.063433170318603516e-01
