6.602330207824707031e-01,-1.853459358215332031e+00,-3.921921253204345703e-01,-1.177103638648986816e+00,-1.710946559906005859e-01,-1.990898489952087402e+00,-6.054041385650634766e-01
6.765954494476318359e-01,-1.837096929550170898e+00,-4.085545539855957031e-01,-1.193466067314147949e+00,-1.547322273254394531e-01,-1.974536061286926270e+00,-5.890417098999023438e-01
7.256829738616943359e-01,-1.788009524345397949e+00,-4.576418399810791016e-01,-1.242553472518920898e+00,-1.056449413299560547e-01,-1.925448656082153320e+00,-5.399544239044189453e-01
8.074953556060791016e-01,-1.706197261810302734e+00,-5.394542217254638672e-01,-1.324365735054016113e+00,-2.383255958557128906e-02,-1.843636393547058105e+00,-4.581420421600341797e-01
9.220325946807861328e-01,-1.591660022735595703e+00,-6.539914608001708984e-01,-1.438902974128723145e+00,9.070467948913574219e-02,-1.729099154472351074e+00,-3.436048030853271484e-01
1.069294691085815430e+00,-1.444397926330566406e+00,-8.012535572052001953e-01,-1.586165070533752441e+00,2.379667758941650391e-01,-1.581837058067321777e+00,-1.963427066802978516e-01
1.249281644821166992e+00,-1.264410853385925293e+00,-9.812407493591308594e-01,-1.733427286148071289e+00,4.179537296295166016e-01,-1.401849985122680664e+00,-1.635551452636718750e-02
1.429268598556518555e+00,-1.051698923110961914e+00,-1.193952679634094238e+00,-1.847964525222778320e+00,6.306657791137695312e-01,-1.189138054847717285e+00,1.963565349578857422e-01
1.576530694961547852e+00,-8.389868736267089844e-01,-1.439389586448669434e+00,-1.929776906967163086e+00,8.761026859283447266e-01,-9.437010288238525391e-01,4.417934417724609375e-01
1.691067934036254883e+00,-6.589999198913574219e-01,-1.717551350593566895e+00,-1.978864312171936035e+00,1.154264688491821289e+00,-6.655392646789550781e-01,6.872303485870361328e-01
1.772880315780639648e+00,-5.117378234863281250e-01,-2.028438091278076172e+00,-1.995226860046386719e+00,1.465151548385620117e+00,-3.546526432037353516e-01,8.999421596527099609e-01
1.821967840194702148e+00,-3.972005844116210938e-01,-2.372049808502197266e+00,-1.978864431381225586e+00,1.776038408279418945e+00,-1.104092597961425781e-02,1.079929113388061523e+00
1.838330507278442383e+00,-3.153882026672363281e-01,-2.748386383056640625e+00,-1.929777026176452637e+00,2.054200410842895508e+00,3.652956485748291016e-01,1.227191209793090820e+00
1.821968317031860352e+00,-2.663009166717529297e-01,3.125737428665161133e+00,-1.847964763641357422e+00,2.299637079238891602e+00,7.743570804595947266e-01,1.341728448867797852e+00
1.772880792617797852e+00,-2.499384880065917969e-01,2.716675996780395508e+00,-1.733427524566650391e+00,2.512349367141723633e+00,1.216143369674682617e+00,1.423540830612182617e+00
1.691068410873413086e+00,-2.663009166717529297e-01,2.340339422225952148e+00,-1.598642468452453613e+00,2.692336320877075195e+00,1.690654516220092773e+00,1.472628355026245117e+00
1.641980886459350586e+00,-2.826633453369140625e-01,2.160351991653442383e+00,-1.529307365417480469e+00,2.774148225784301758e+00,1.936091661453247070e+00,1.488991022109985352e+00
1.625618219375610352e+00,-2.990257740020751953e-01,2.176714181900024414e+00,-1.545669794082641602e+00,2.757786035537719727e+00,1.919729471206665039e+00,1.472628831863403320e+00
1.576530694961547852e+00,-3.481130599975585938e-01,2.225801706314086914e+00,-1.594757199287414551e+00,2.708698511123657227e+00,1.870641946792602539e+00,1.423541307449340820e+00
1.494718313217163086e+00,-4.299254417419433594e-01,2.307614088058471680e+00,-1.643844604492187500e+00,2.626886129379272461e+00,1.806775331497192383e+00,1.341728925704956055e+00
1.380181074142456055e+00,-5.444626808166503906e-01,2.422151327133178711e+00,-1.660207033157348633e+00,2.512348890304565430e+00,1.760854959487915039e+00,1.227191686630249023e+00
1.255818605422973633e+00,-6.917247772216796875e-01,2.569413423538208008e+00,-1.643844604492187500e+00,2.365086793899536133e+00,1.747659444808959961e+00,1.079929590225219727e+00
1.154355764389038086e+00,-8.717119693756103516e-01,2.749400377273559570e+00,-1.598643422126770020e+00,2.185099840164184570e+00,1.767188787460327148e+00,8.999426364898681641e-01
1.085618257522583008e+00,-1.051698923110961914e+00,2.929387331008911133e+00,-1.557328224182128906e+00,1.972388029098510742e+00,1.806775331497192383e+00,6.872305870056152344e-01
1.049605607986450195e+00,-1.198961138725280762e+00,3.076649427413940430e+00,-1.548737883567810059e+00,1.753760099411010742e+00,1.833694696426391602e+00,4.745185375213623047e-01
1.046317815780639648e+00,-1.313498377799987793e+00,-3.091998815536499023e+00,-1.572872519493103027e+00,1.561941385269165039e+00,1.827889204025268555e+00,2.945315837860107422e-01
1.075754880905151367e+00,-1.395310759544372559e+00,-3.010186433792114258e+00,-1.598642945289611816e+00,1.402847528457641602e+00,1.806775331497192383e+00,1.472694873809814453e-01
1.137916803359985352e+00,-1.444398164749145508e+00,-2.961098909378051758e+00,-1.598642468452453613e+00,1.276478528976440430e+00,1.803078413009643555e+00,3.273224830627441406e-02
1.232803583145141602e+00,-1.460760712623596191e+00,-2.944736480712890625e+00,-1.598642468452453613e+00,1.182834386825561523e+00,1.806775331497192383e+00,-4.908013343811035156e-02
1.327690362930297852e+00,-1.444398283958435059e+00,-2.961098909378051758e+00,-1.598642468452453613e+00,1.121915102005004883e+00,1.806775331497192383e+00,-9.816741943359375000e-02
