-0.785398163397448,0,0,0,0,0,1.5707963267949,0,0,0,0,0,0,0
-0.785397733656736,-2.61815003720213E-11,-4.29740696025642E-07,-4.29740697947292E-07,2.07020027736282E-11,-4.29716823162029E-07,1.57079675653545,0.000128292732064,-7.81616522833746E-09,-0.000128292731378,-0.000128292731545,6.1464984703454E-09,-0.000128285607903,0.000128292726088
-0.785394777253474,-2.06298723678522E-10,-3.38614394077893E-06,-3.38614394683164E-06,1.62366094086142E-10,-3.38595591084028E-06,1.57079971293854,0.000502851572917,-3.06359419511191E-08,-0.000502851569416,-0.000502851570183,2.41007517087282E-08,-0.000502823647579,0.000502851537655
-0.785386907118959,-6.85782314731184E-10,-1.12562784139239E-05,-1.1256278430865E-05,5.3946999875516E-10,-1.12556533889593E-05,1.57080758307263,0.001108440486399,-6.75311651319904E-08,-0.001108440483279,-0.001108440484557,5.30901949410791E-08,-0.001108378938497,0.001108440453266
-0.785371888111089,-1.60080796172726E-09,-2.62752862786779E-05,-2.62752863109218E-05,1.25865078184856E-09,-2.62738273596388E-05,1.57082260208026,0.001930137961658,-1.17592731871527E-07,-0.001930137963558,-0.001930137965353,9.24094148202863E-08,-0.001930030798808,0.001930137949133
-0.78534763261725,-3.07856245278409E-09,-5.05307801461038E-05,-5.05307802001171E-05,2.41986576691358E-09,-5.05279745251082E-05,1.57084685757403,0.002953336380916,-1.79930623067474E-07,-0.002953336384311,-0.002953336386961,1.41388622736024E-07,-0.002953172410616,0.002953336372923
-0.785312197229837,-5.2374468474704E-09,-8.5966167628394E-05,-8.59661677132726E-05,4.11622039855306E-09,-8.59613945900307E-05,1.57088229296144,0.004163741843133,-2.53674048524427E-07,-0.00416374185644,-0.004163741859923,1.9931237009939E-07,-0.004163510681609,0.004163741857898
-0.785263779864763,-8.18725249941781E-09,-0.000134383532842,-0.000134383532967,6.43386585857478E-09,-0.000134376071628,1.57093071032673,0.005547374683485,-3.37971271303584E-07,-0.005547374701693,-0.005547374706091,2.65528782955724E-07,-0.005547066707822,0.005547374724945
-0.785200716957633,-1.2029331509387E-08,-0.000197446440148,-0.000197446440321,9.45232798575605E-09,-0.000197435477647,1.57099377323448,0.007090569400031,-4.31989746504979E-07,-0.007090569416526,-0.007090569421689,3.39373795654552E-07,-0.007090175745271,0.007090569487175
-0.785121480071183,-1.68568034024791E-08,-0.000276683326756,-0.000276683326983,1.32446750221098E-08,-0.000276667965003,1.57107301012213,0.008779974639433,-5.34916055550039E-07,-0.008779974651529,-0.008779974657188,4.20204752754099E-07,-0.008779487186048,0.008779974794057
-0.785024672601504,-2.2754755761269E-08,-0.000373490796547,-0.000373490796832,1.787769416707E-08,-0.000373470060039,1.57116981759372,0.010602553186404,-6.45955896693447E-07,-0.010602553195587,-0.010602553201544,5.07405800463126E-07,-0.01060196454199,0.010602553416766
-0.784909026646882,-2.98004349235459E-08,-0.000489136751255,-0.000489136751601,2.34120804722977E-08,-0.000489109594087,1.57128546355099,0.012545581971429,-7.64334103939701E-07,-0.012545581980465,-0.012545581986656,6.00378650035229E-07,-0.012544885450165,0.012545582270517
-0.784773399928621,-3.80634335951936E-08,-0.000624763469606,-0.000624763470015,2.99025833809984E-08,-0.000624728782442,1.57142109027255,0.014596652077745,-8.89294665521448E-07,-0.014596652088712,-0.014596652095114,6.9853314162286E-07,-0.01459584168167,0.014596652433942
-0.784616773006428,-4.7605860435062E-08,-0.000781390391926,-0.000781390392401,3.73981765336652E-08,-0.000781347008807,1.57157771719846,0.016743668739871,-1.02010069012647E-06,-0.016743668754309,-0.016743668761121,8.01303875741024E-07,-0.016742739140719,0.01674366912322
-0.784438245594889,-5.84825645504013E-08,-0.000959917803641,-0.000959917804187,4.59421986488037E-08,-0.000959864508596,1.57175624461383,0.018974851347965,-1.15603444012832E-06,-0.018974851367255,-0.018974851374846,9.08133223976107E-07,-0.018973797870892,0.018974851719501
-0.78423703354389,-7.07413197397666E-08,-0.001161129854867,-0.001161129855493,5.5572351282828E-08,-0.00116106538837,1.57195745666855,0.021278733438613,-1.2963973879181E-06,-0.021278733463089,-0.02127873347156,1.01844246746274E-06,-0.021277552047501,0.021278733799862
-0.784012465854721,-8.44230062753462E-08,-0.001385697544291,-0.001385697545007,6.63208551027762E-08,-0.001385620609549,1.57218202436125,0.023644162702161,-1.44051007817925E-06,-0.023644162727735,-0.023644162737318,1.13170362564221E-06,-0.023642849975144,0.023644163049325
