0,-1.570796327,0,0,0,0,0
4.29748E-07,-1.570796327,6.4983E-12,4.40169E-11,-9.24652E-11,1.23133E-10,2.80013E-11
3.3862E-06,-1.570796327,5.12222E-11,3.46838E-10,-7.28595E-10,9.70216E-10,2.20203E-10
1.12565E-05,-1.570796328,1.70294E-10,1.15298E-09,-2.42203E-09,3.2252E-09,7.31555E-10
2.62757E-05,-1.570796329,3.97475E-10,2.69135E-09,-5.65366E-09,7.52855E-09,1.70852E-09
5.05317E-05,-1.570796331,7.64316E-10,5.17578E-09,-1.08727E-08,1.44784E-08,3.28754E-09
8.59677E-05,-1.570796335,1.30022E-09,8.80533E-09,-1.84972E-08,2.46316E-08,5.59495E-09
0.000134386,-1.570796339,2.03243E-09,1.37646E-08,-2.8915E-08,3.85045E-08,8.74802E-09
0.00019745,-1.570796345,2.98612E-09,2.02239E-08,-4.2484E-08,5.65738E-08,1.28551E-08
0.000276688,-1.570796352,4.1844E-09,2.83399E-08,-5.95331E-08,7.92774E-08,1.80159E-08
0.000373497,-1.570796361,5.64838E-09,3.82556E-08,-8.03628E-08,1.07015E-07,2.43213E-08
0.000489145,-1.570796372,7.39723E-09,5.01009E-08,-1.05246E-07,1.40151E-07,3.1854E-08
0.000624774,-1.570796385,9.44824E-09,6.39926E-08,-1.34428E-07,1.79012E-07,4.06884E-08
0.000781404,-1.570796399,1.18168E-08,8.00354E-08,-1.68129E-07,2.2389E-07,5.08908E-08
0.000959935,-1.570796416,1.45166E-08,9.83214E-08,-2.06542E-07,2.75043E-07,6.25199E-08
0.00116115,-1.570796434,1.75594E-08,1.18931E-07,-2.49836E-07,3.32696E-07,7.56267E-08
0.001385722,-1.570796455,2.09554E-08,1.41933E-07,-2.98155E-07,3.97041E-07,9.02549E-08
0.001634211,-1.570796478,2.4713E-08,1.67384E-07,-3.51621E-07,4.68239E-07,1.06441E-07
0.001907071,-1.570796503,2.88392E-08,1.95332E-07,-4.1033E-07,5.4642E-07,1.24215E-07
0.002204653,-1.570796531,3.33393E-08,2.25812E-07,-4.74358E-07,6.31684E-07,1.436E-07
0.002527207,-1.57079656,3.82169E-08,2.58849E-07,-5.4376E-07,7.24103E-07,1.64611E-07
0.002874886,-1.570796593,4.34745E-08,2.9446E-07,-6.18567E-07,8.23721E-07,1.87258E-07
0.003247748,-1.570796627,4.9113E-08,3.32651E-07,-6.98792E-07,9.30554E-07,2.11547E-07
0.003645759,-1.570796664,5.51317E-08,3.73417E-07,-7.84429E-07,1.04459E-06,2.37473E-07
0.004068801,-1.570796703,6.15289E-08,4.16747E-07,-8.75452E-07,1.16581E-06,2.6503E-07
0.004516666,-1.570796744,6.83016E-08,4.6262E-07,-9.71816E-07,1.29413E-06,2.94204E-07
0.004989068,-1.570796788,7.54452E-08,5.11006E-07,-1.07346E-06,1.42948E-06,3.24976E-07
